REAPER,VST/VSTi INSTALLED EXTRACTOR
Version:,3.1 FERRETS
by:,Tormy Van Cool
Date:,2023-10-26 13:58:21

CHECK,N.,INSTR.,VST/VSTi/AU/CLAP NAME (Manufacturer),FILE (VSTs) - INST-NotINST (AUs) - CLAP (for Clap Plugins)
,1902,,MV2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297494605
,1903,,MV2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297494611
,1904,,MaxxBass Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297629773
,1905,,MaxxBass Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297629779
,1906,,MV360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1297634869
,1907,,MV360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1297634870
,1908,,RVox Mono (x86) (Waves),WaveShell_VST_9.0.vst<1297634893
,1909,,RVox Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1297634899
,1910,,VEQ3 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1313165645
,1911,,VEQ3 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1313165651
,1912,,S1 Shuffler Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1313424467
,1913,,S1 Imager Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1314080851
,1914,,VComp Mono (x86) (Waves),WaveShell_VST_9.0.vst<1314276173
,1915,,VComp Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1314276179
,1916,,OneKnob Brighter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1330332237
,1917,,OneKnob Brighter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330332243
,1918,,OneKnob Pressure Mono (x86) (Waves),WaveShell_VST_9.0.vst<1330332493
,1919,,OneKnob Pressure Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330332499
,1920,,OneKnob Driver Mono (x86) (Waves),WaveShell_VST_9.0.vst<1330332749
,1921,,OneKnob Driver Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330332755
,1922,,OneKnob Louder Mono (x86) (Waves),WaveShell_VST_9.0.vst<1330334797
,1923,,OneKnob Louder Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330334803
,1924,,OneKnob Wetter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1330337613
,1925,,OneKnob Wetter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330337619
,1926,,OneKnob Wetter Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1330337624
,1927,,PuigTec EQP1A Mono (x86) (Waves),WaveShell_VST_9.0.vst<1345405261
,1928,,PuigTec EQP1A Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1345405267
,1929,,InPhase LT Mono (x86) (Waves),WaveShell_VST_9.0.vst<1346912589
,1930,,InPhase LT Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1346912595
,1931,,InPhase LT Live Mono (x86) (Waves),WaveShell_VST_9.0.vst<1346912845
,1932,,InPhase LT Live Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1346912851
,1933,,InPhase Live Mono (x86) (Waves),WaveShell_VST_9.0.vst<1346915405
,1934,,InPhase Live Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1346915411
,1935,,InPhase Mono (x86) (Waves),WaveShell_VST_9.0.vst<1346918989
,1936,,InPhase Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1346918995
,1937,,PuigTec MEQ5 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1347237197
,1938,,PuigTec MEQ5 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1347237203
,1939,,M360 Manager 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347306293
,1940,,M360 Manager 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347306294
,1941,,M360 Manager 5.0/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347306306
,1942,,S360 Imager Mono/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347306841
,1943,,S360 Imager Mono/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347306842
,1944,,S360 Imager 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347307061
,1945,,S360 Imager 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347307062
,1946,,S360 Imager Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347307092
,1947,,S360 Imager Stereo/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347307093
,1948,,M360 Mixdown 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347308853
,1949,,M360 Mixdown 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347308854
,1950,,S360 Panner Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347311700
,1951,,S360 Panner Stereo/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347311701
,1952,,S360 Panner Mono/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1347311705
,1953,,S360 Panner Mono/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1347311706
,1954,,Kramer PIE Mono (x86) (Waves),WaveShell_VST_9.0.vst<1348027725
,1955,,Kramer PIE Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1348027731
,1956,,L3-LL Ultra Mono (x86) (Waves),WaveShell_VST_9.0.vst<1379092301
,1957,,L3-LL Ultra Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1379092307
,1958,,L3-LL Multi Mono (x86) (Waves),WaveShell_VST_9.0.vst<1379094605
,1959,,L3-LL Multi Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1379094611
,1960,,R360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1379095349
,1961,,R360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1379095350
,1962,,R360 Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1379095380
,1963,,R360 Stereo/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1379095381
,1964,,R360 Mono/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1379095385
,1965,,R360 Mono/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1379095386
,1966,,Renaissance Axx Mono (x86) (Waves),WaveShell_VST_9.0.vst<1380014157
,1967,,Renaissance Axx Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380014163
,1968,,Vocal Rider Mono (x86) (Waves),WaveShell_VST_9.0.vst<1380209229
,1969,,Vocal Rider Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380209235
,1970,,RDeEsser Mono (x86) (Waves),WaveShell_VST_9.0.vst<1380209485
,1971,,RDeEsser Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380209491
,1972,,RBass Mono (x86) (Waves),WaveShell_VST_9.0.vst<1380860493
,1973,,RBass Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380860499
,1974,,RChannel Mono (x86) (Waves),WaveShell_VST_9.0.vst<1380865101
,1975,,RChannel Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380865107
,1976,,RChannel Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1380865112
,1977,,REQ 2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1381053005
,1978,,REQ 2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381053011
,1979,,REQ 4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1381053517
,1980,,REQ 4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381053523
,1981,,REQ 6 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1381054029
,1982,,REQ 6 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381054035
,1983,,RVerb Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381123667
,1984,,RVerb Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381123672
,1985,,OneKnob Filter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1381189197
,1986,,OneKnob Filter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1381189203
,1987,,C360 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1381390389
,1988,,C360 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1381390390
,1989,,SSLGChannel Mono (x86) (Waves),WaveShell_VST_9.0.vst<1396918093
,1990,,SSLGChannel Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1396918099
,1991,,SSLChannel Mono (x86) (Waves),WaveShell_VST_9.0.vst<1396918349
,1992,,SSLChannel Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1396918355
,1993,,UltraPitch 3 Voices Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397240653
,1994,,UltraPitch 3 Voices Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397240664
,1995,,UltraPitch 6 Voices Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397241421
,1996,,UltraPitch 6 Voices Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397241432
,1997,,UltraPitch Shift Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397249101
,1998,,UltraPitch Shift Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397249112
,1999,,SSLComp Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397506893
,2000,,SSLComp Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397506899
,2001,,SSLEQ Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397510477
,2002,,SSLEQ Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397510483
,2003,,NLS Buss Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397576525
,2004,,NLS Buss Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397576531
,2005,,Q-Clone Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397829965
,2006,,Q-Clone Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397829971
,2007,,Q-Capture Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397838925
,2008,,NLS Channel Mono (x86) (Waves),WaveShell_VST_9.0.vst<1397965645
,2009,,NLS Channel Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1397965651
,2010,,AudioTrack Mono (x86) (Waves),WaveShell_VST_9.0.vst<1398030669
,2011,,AudioTrack Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1398030675
,2012,,Kramer Tape Mono (x86) (Waves),WaveShell_VST_9.0.vst<1413566541
,2013,,Kramer Tape Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1413566547
,2014,,The Kings Microphones Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414221133
,2015,,The Kings Microphones Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414221139
,2016,,GTR Tuner Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414411085
,2017,,Maserati ACG Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414414675
,2018,,Maserati ACG Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414414680
,2019,,Maserati B72 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414414925
,2020,,Maserati B72 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414414931
,2021,,Maserati B72 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414414936
,2022,,WavesTune Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414416205
,2023,,WavesTune Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414416211
,2024,,Maserati HMX Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414416467
,2025,,Maserati HMX Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414416472
,2026,,Maserati GTi Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414419027
,2027,,Maserati GTi Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414419032
,2028,,Maserati DRM Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414419277
,2029,,Maserati DRM Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414419283
,2030,,Maserati VX1 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414420051
,2031,,Maserati VX1 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414420056
,2032,,SoundShifter Pitch Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414746701
,2033,,SoundShifter Pitch Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414746707
,2034,,TrueVerb Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414935635
,2035,,TrueVerb Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1414942040
,2036,,TrueVerb Mono (x86) (Waves),WaveShell_VST_9.0.vst<1414943565
,2037,,TransX Multi Mono (x86) (Waves),WaveShell_VST_9.0.vst<1415066701
,2038,,TransX Multi Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1415066707
,2039,,TransX Wide Mono (x86) (Waves),WaveShell_VST_9.0.vst<1415075661
,2040,,TransX Wide Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1415075667
,2041,,WNS Mono (x86) (Waves),WaveShell_VST_9.0.vst<1431196237
,2042,,WNS Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1431196243
,2043,,UM225 Stereo/5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1431328852
,2044,,UM226 Stereo/5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1431328853
,2045,,RCompressor Mono (x86) (Waves),WaveShell_VST_9.0.vst<1431454541
,2046,,RCompressor Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1431454547
,2047,,Morphoder Mono (x86) (Waves),WaveShell_VST_9.0.vst<1447253837
,2048,,Morphoder Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1447253843
,2049,,Morphoder Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1447253848
,2050,,VEQ4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1447383373
,2051,,VEQ4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1447383379
,2052,,W43 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1463038797
,2053,,W43 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1463038803
,2054,,PAZ- Frequency Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1463894355
,2055,,PAZ- Frequency Mono (x86) (Waves),WaveShell_VST_9.0.vst<1463895373
,2056,,PAZ- Analyzer Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1463895379
,2057,,PAZ- Position Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1463898195
,2058,,Doubler2 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1464087117
,2059,,Doubler2 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464087123
,2060,,Doubler2 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464087128
,2061,,Doubler4 Mono (x86) (Waves),WaveShell_VST_9.0.vst<1464087629
,2062,,Doubler4 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464087635
,2063,,Doubler4 Mono/Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464087640
,2064,,WLM Meter 5.0 (x86) (Waves),WaveShell_VST_9.0.vst<1464618293
,2065,,WLM Meter 5.1 (x86) (Waves),WaveShell_VST_9.0.vst<1464618294
,2066,,WLM Meter Mono (x86) (Waves),WaveShell_VST_9.0.vst<1464618317
,2067,,WLM Meter Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464618323
,2068,,Z-Noise Mono (x86) (Waves),WaveShell_VST_9.0.vst<1464750925
,2069,,Z-Noise Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1464750931
,2070,,PAZ- Meters Mono (x86) (Waves),WaveShell_VST_9.0.vst<1465275725
,2071,,PAZ- Meters Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1465275731
,2072,,X-Click Mono (x86) (Waves),WaveShell_VST_9.0.vst<1480805453
,2073,,X-Click Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1480805459
,2074,,X-Crackle Mono (x86) (Waves),WaveShell_VST_9.0.vst<1480806989
,2075,,X-Crackle Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1480806995
,2076,,X-Hum Mono (x86) (Waves),WaveShell_VST_9.0.vst<1481133389
,2077,,X-Hum Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1481133395
,2078,,X-Noise Mono (x86) (Waves),WaveShell_VST_9.0.vst<1481528141
,2079,,X-Noise Stereo (x86) (Waves),WaveShell_VST_9.0.vst<1481528147
,2080,,CLA-76 Mono (x86) (Waves),WaveShell_VST_9.0.vst<926303053
,2081,,CLA-76 Stereo (x86) (Waves),WaveShell_VST_9.0.vst<926303059
,2082,,Ceave            (Puremagnetik),Weave.vst
,2083,,Regular Shape 1st Order Decoder (WigWare) (4->8ch),WigAmbiDec_1o_GUI.vst
,2084,,Irregular Shape 1st Order Ambisonic Decoder (WigWare) (3->5ch),WigAmbiDec_1o_ITU.vst
,2085,,Irregular Shape 4th Order Ambisonic Decoder (WigWare) (9->5ch),WigAmbiDec_4o_ITU.vst
,2086,,Wigware AmbiPan Polar 1 - 3d (WigWare) (1->4ch),WigAmbiEncPolar_1o_3D.vst
,2087,,Wigware AmbiPan Polar 2 - 3d (WigWare) (1->9ch),WigAmbiEncPolar_2o_3D.vst
,2088,,Wigware AmbiPan Polar 3 - 3d 2014 (WigWare) (1->16ch),WigAmbiEncPolar_3o_3D.vst
,2089,,Wigware AmbiPan XY 1 - 3d (WigWare) (1->4ch),WigAmbiEncXY_1o_3D.vst
,2090,,Wigware AmbiPan XY 2 - 2d (WigWare) (1->5ch),WigAmbiEncXY_2o_2D.vst
,2091,,Wigware AmbiPan XY 2 - 3d (WigWare) (1->9ch),WigAmbiEncXY_2o_3D.vst
,2092,,Wigware AmbiPan XY 3 - 2d (WigWare) (1->7ch),WigAmbiEncXY_3o_2D.vst
,2093,,Wigware AmbiPan XY 3 - 3d (WigWare) (1->16ch),WigAmbiEncXY_3o_3D.vst
,2094,,Wigware AmbiPan XY 4 - 2d (WigWare) (1->9ch),WigAmbiEncXY_4o_2D.vst
,2095,,Wires (AudioThing),Wires.vst
,2096,,Wires (AudioThing),Wires.vst3
,2097,,Wormhole2 (x86) (plasq.com),Wormhole2.vst
,2098,Instr.,XO (XLN Audio) (18 out)!!!VSTi,XO.vst
,2099,,xvolvermt (unipr) (64ch),xvolvermt.vst
,2100,,xvolvermt (unipr) (64ch),xvolvermt2.vst
,2101,,xvolvermt (unipr) (64ch),xvolvermt_2.vst
,2102,,X-Volver (x86) (LAE Group),XVolverVST.vst
,2103,,Zoom2B (x86) (Ambisonic Studio B2X) (4ch),Zoom2B.vst
,2104,,Zoom2B2 (x86) (Ambisonic Studio B2X) (9ch),Zoom2B2.vst
,2105,,Zoom2Five (x86) (Ambisonic Studio) (6ch),Zoom2Five.vst

MAC "AU PLUGINS"
CHECk,N.,NAME (Manufacturer),INSTALLED / NOT INSTALLED
